1546756993281,0
1546756994276,0
1546756995272,0
1546756996811,76
1546756997715,75
1546756998694,75
1546756999672,75
1546757000763,75
1546757001788,74
1546757002701,80
1546757003692,85
1546757004790,88
1546757005753,91
1546757006671,92
1546757007763,94
1546757008857,93
1546757009718,87
1546757010655,84
1546757011617,83
1546757012689,82
1546757013699,80
1546757014683,79
1546757015635,78
1546757016652,76
1546757017671,75
1546757018651,74
1546757019683,74
1546757020641,73
1546757021600,74
1546757022750,74
1546757023630,74
1546757024565,75
1546757025619,76
1546757026581,77
1546757027661,78
1546757028669,79
1546757029613,78
1546757030603,77
1546757031595,76
1546757032542,75
1546757033588,75
1546757034647,75
1546757035630,75
1546757036574,76
1546757037574,76
1546757038552,76
1546757039558,76
1546757040493,77
1546757041549,77
1546757042537,78
1546757043587,78
1546757044545,79
1546757045579,78
1546757046630,78
1546757047637,77
1546757048559,77
1546757049631,76
1546757050588,76
1546757051486,76
1546757052544,76
1546757053587,77
1546757055538,79
1546757056528,80
1546757057606,80
1546757058639,81
1546757059621,82
1546757060520,82
1546757061561,83
1546757062714,84
1546757063529,83
1546757064630,84
1546757065553,84
1546757066518,85
1546757067593,85
1546757068521,86
1546757069548,86
1546757070607,86
1546757071507,86
1546757072435,85
1546757073469,83
1546757074527,82
1546757075441,80
1546757076527,79
1546757077489,80
1546757078496,82
1546757079490,84
1546757080515,83
1546757081523,84
1546757082585,85
1546757083548,86
1546757084553,86
1546757085499,88
1546757086497,89
1546757087641,91
1546757088516,93
1546757089517,95
1546757090544,96
1546757091543,96
1546757092669,96
1546757093505,95
1546757094533,93
1546757095586,91
1546757096551,90
1546757097528,88
1546757098495,89
1546757099624,89
1546757100515,89
1546757101522,88
1546757102509,88
1546757103577,87
1546757104770,86
1546757105600,87
1546757106573,87
1546757107566,87
1546757108561,87
1546757109603,87
1546757110593,86
1546757111671,83
1546757112621,83
1546757113609,82
1546757114620,82
1546757115762,80
1546757116712,81
1546757117771,81
1546757118697,81
1546757119636,82
1546757120693,83
1546757121591,84
1546757122704,84
1546757123614,84
1546757124611,83
1546757125587,82
1546757126647,79
1546757127630,79
1546757128585,79
1546757129587,79
1546757130572,78
1546757131549,78
1546757132689,78
1546757133682,77
1546757134534,76
1546757135571,76
1546757136606,74
1546757137553,74
1546757138599,74
1546757139512,75
1546757140576,75
1546757141524,75
1546757142510,75
1546757143595,76
1546757144523,75
1546757145508,75
1546757146487,75
1546757147510,76
1546757148544,76
1546757149526,76
1546757150606,77
1546757151543,78
1546757152614,78
1546757153502,78
1546757154453,77
1546757155497,78
1546757156538,78
1546757157561,78
1546757158450,79
1546757159403,80
1546757160459,80
1546757161479,80
1546757162417,81
1546757163505,81
1546757164400,82
1546757165482,82
1546757166404,83
1546757167486,83
1546757168425,84
1546757169459,85
1546757170416,86
1546757171455,87
1546757172379,88
1546757173402,87
1546757174459,87
1546757175447,87
1546757176445,87
1546757177523,87
1546757178453,88
1546757179418,88
1546757180383,88
1546757181349,88
1546757182424,89
1546757183599,89
1546757184443,91
1546757185509,94
1546757186497,97
1546757187499,98
1546757188494,101
1546757189453,102
1546757190551,105
1546757191418,105
1546757192483,106
1546757193542,106
1546757194437,105
1546757195397,104
1546757196403,103
1546757197435,102
1546757198376,97
1546757199417,94
1546757200423,92
1546757201496,91
1546757202385,91
1546757203477,91
1546757204457,90
1546757205433,90
1546757206432,90
1546757207411,88
1546757208395,87
1546757209453,86
1546757210359,84
1546757211380,84
1546757212376,83
1546757213446,83
1546757214442,83
1546757215466,84
1546757216428,84
1546757217422,84
1546757218564,83
1546757219344,82
1546757220442,81
1546757221450,80
1546757222467,80
1546757223429,78
1546757224441,77
1546757225393,77
1546757226375,77
1546757227431,76
1546757228405,76
